ligand	receptor	ligand.name	receptor.name	ligand.synonyms	receptor.synonyms	ligand.altern.names	receptor.altern.names	source	PMIDs	cells.L	cells.R	remarks
TPH1	HTR1D	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 1D	TPH,TPRH,TRPH	HTR1DA,HTRL	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-1D || 5-HT1D || Serotonin 1D alpha receptor || 5-HT-1D-alpha || Serotonin receptor 1D	fantom5,HPMR	""	""	""	""
TPH1	HTR1E	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 1E	TPH,TPRH,TRPH	""	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-1E || 5-HT1E || S31 || Serotonin receptor 1E	HPMR,fantom5	""	""	""	""
TPH1	HTR1F	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 1F	TPH,TPRH,TRPH	HTR1EL	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-1F || 5-HT1F || Serotonin receptor 1F	HPMR,fantom5	""	""	""	""
TPH1	HTR2A	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 2A	TPH,TPRH,TRPH	HTR2	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-2 || 5-HT-2A || Serotonin receptor 2A	fantom5,HPMR	""	""	""	""
TPH1	HTR2B	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 2B	TPH,TPRH,TRPH	""	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-2B || 5-HT2B || Serotonin receptor 2B	fantom5,HPMR	""	""	""	""
TPH1	HTR2C	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 2C	TPH,TPRH,TRPH	HTR1C	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-2C || 5-HT2C || 5-HTR2C || 5-hydroxytryptamine receptor 1C || 5-HT-1C || 5-HT1C || Serotonin receptor 2C	fantom5,HPMR	""	""	""	""
TPH1	HTR4	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 4	TPH,TPRH,TRPH	""	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-4 || 5-HT4 || Serotonin receptor 4	HPMR,fantom5	""	""	""	""
TPH1	HTR5A	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 5A	TPH,TPRH,TRPH	""	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-5 || 5-HT-5A || 5-HT5A || Serotonin receptor 5A	HPMR,fantom5	""	""	""	""
TPH1	HTR6	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 6	TPH,TPRH,TRPH	""	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-6 || 5-HT6 || Serotonin receptor 6	fantom5,HPMR	""	""	""	""
TPH1	HTR7	Tryptophan 5-hydroxylase 1	5-hydroxytryptamine receptor 7	TPH,TPRH,TRPH	""	EC 1.14.16.4 || Tryptophan 5-monooxygenase 1	5-HT-7 || 5-HT7 || 5-HT-X || Serotonin receptor 7	fantom5,HPMR	""	""	""	""
TRH	TRHR	Pro-thyrotropin-releasing hormone	Thyrotropin-releasing hormone receptor	""	""	Pro-TRH || Prothyroliberin) [Cleaved into: Thyrotropin-releasing hormon || TRH || Protirelin || TSH-releasing factor || Thyroliberin || Thyrotropin-releasing factor || TRF)	TRH-R || Thyroliberin receptor	HPRD,HPMR,fantom5	2175902,15117874,9794253	""	""	""
TSHB	ADCYAP1R1	Thyrotropin subunit beta	Pituitary adenylate cyclase-activating polypeptide type I receptor	""	""	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	PACAP type I receptor || PACAP-R-1 || PACAP-R1	reactome	""	""	""	""
TSHB	ADRB2	Thyrotropin subunit beta	Beta-2 adrenergic receptor	""	ADRB2R,B2AR	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	Beta-2 adrenoreceptor || Beta-2 adrenoceptor	reactome	""	""	""	""
TSHB	ADRB3	Thyrotropin subunit beta	Beta-3 adrenergic receptor	""	ADRB3R,B3AR	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	Beta-3 adrenoreceptor || Beta-3 adrenoceptor	reactome	""	""	""	""
TSHB	GPR20	Thyrotropin subunit beta	G-protein coupled receptor 20	""	""	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	""	reactome	""	""	""	""
TSHB	GPR84	Thyrotropin subunit beta	G-protein coupled receptor 84	""	EX33	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	Inflammation-related G-protein coupled receptor EX33	reactome	""	""	""	""
TSHB	PTH1R	Thyrotropin subunit beta	Parathyroid hormone/parathyroid hormone-related peptide receptor	""	PTHR,PTHR1	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	PTH/PTHrP type I receptor || PTH/PTHr receptor || Parathyroid hormone 1 receptor || PTH1 receptor	reactome	""	""	""	""
TSHB	RAMP2	Thyrotropin subunit beta	Receptor activity-modifying protein 2	""	""	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	Calcitonin-receptor-like receptor activity-modifying protein 2 || CRLR activity-modifying protein 2	reactome	""	""	""	""
TSHB	RAMP3	Thyrotropin subunit beta	Receptor activity-modifying protein 3	""	""	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	Calcitonin-receptor-like receptor activity-modifying protein 3 || CRLR activity-modifying protein 3	reactome	""	""	""	""
TSHB	TSHR	Thyrotropin subunit beta	Thyrotropin receptor	""	LGR3	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	Thyroid-stimulating hormone receptor || TSH-R	IUPHAR,fantom5,HPMR,HPRD,reactome	15571461,26	""	""	""
TSHB	VIPR1	Thyrotropin subunit beta	Vasoactive intestinal polypeptide receptor 1	""	""	Thyroid-stimulating hormone subunit beta || TSH-B || TSH-beta || Thyrotropin beta chain || Thyrotropin alfa	VIP-R-1 || Pituitary adenylate cyclase-activating polypeptide type II receptor || PACAP type II receptor || PACAP-R-2 || PACAP-R2 || VPAC1	reactome	""	""	""	""
TSLP	IL7R	Thymic stromal lymphopoietin	Interleukin-7 receptor subunit alpha	""	""	""	IL-7 receptor subunit alpha || IL-7R subunit alpha || IL-7R-alpha || IL-7RA || CDw127 || CD antigen CD127	uniprot,fantom5,HPRD	11418668	""	""	""
UBA52	ACVR1	Ubiquitin-60S ribosomal protein L40	Activin receptor type-1	UBCEP2	ACVRLK2	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	EC 2.7.11.30 || Activin receptor type I || ACTR-I || Activin receptor-like kinase 2 || ALK-2 || Serine/threonine-protein kinase receptor R1 || SKR1 || TGF-B superfamily receptor type I || TSR-I	fantom5,HPRD	""	""	""	""
UBA52	ADRB2	Ubiquitin-60S ribosomal protein L40	Beta-2 adrenergic receptor	UBCEP2	ADRB2R,B2AR	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	Beta-2 adrenoreceptor || Beta-2 adrenoceptor	reactome	""	""	""	""
UBA52	AGTR1	Ubiquitin-60S ribosomal protein L40	Type-1 angiotensin II receptor	UBCEP2	AGTR1A,AGTR1B,AT2R1,AT2R1B	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	AT1AR || AT1BR || Angiotensin II type-1 receptor || AT1	fantom5	""	""	""	""
UBA52	BMPR1B	Ubiquitin-60S ribosomal protein L40	Bone morphogenetic protein receptor type-1B	UBCEP2	""	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	BMP type-1B receptor || BMPR-1B || EC 2.7.11.30 || CD antigen CDw293	fantom5,HPRD	""	""	""	""
UBA52	EGFR	Ubiquitin-60S ribosomal protein L40	Epidermal growth factor receptor	UBCEP2	ERBB,ERBB1,HER1	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	EC 2.7.10.1 || Proto-oncogene c-ErbB-1 || Receptor tyrosine-protein kinase erbB-1	fantom5	""	""	""	""
UBA52	ERBB2	Ubiquitin-60S ribosomal protein L40	Receptor tyrosine-protein kinase erbB-2	UBCEP2	HER2,MLN19,NEU,NGL	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	EC 2.7.10.1 || Metastatic lymph node gene 19 protein || MLN 19 || Proto-oncogene Neu || Proto-oncogene c-ErbB-2 || Tyrosine kinase-type cell surface receptor HER2 || p185erbB2 || CD antigen CD340	fantom5,reactome	""	""	""	""
UBA52	FGFR2	Ubiquitin-60S ribosomal protein L40	Fibroblast growth factor receptor 2	UBCEP2	BEK,KGFR,KSAM	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	FGFR-2 || EC 2.7.10.1 || K-sam || KGFR || Keratinocyte growth factor receptor || CD antigen CD332	reactome	""	""	""	""
UBA52	FSHR	Ubiquitin-60S ribosomal protein L40	Follicle-stimulating hormone receptor	UBCEP2	LGR1	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	FSH-R || Follitropin receptor	fantom5,HPRD	""	""	""	""
UBA52	LDLR	Ubiquitin-60S ribosomal protein L40	Low-density lipoprotein receptor	UBCEP2	""	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	LDL receptor	reactome	""	""	""	""
UBA52	LRP2	Ubiquitin-60S ribosomal protein L40	Low-density lipoprotein receptor-related protein 2	UBCEP2	""	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	LRP-2 || Glycoprotein 330 || gp330 || Megalin	reactome	""	""	""	""
UBA52	NOTCH1	Ubiquitin-60S ribosomal protein L40	Neurogenic locus notch homolog protein 1	UBCEP2	TAN1	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	Notch 1 || hN1 || Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncatio || NEXT); Notch 1 intracellular domai || NICD)	fantom5	""	""	""	""
UBA52	RIPK1	Ubiquitin-60S ribosomal protein L40	Receptor-interacting serine/threonine-protein kinase 1	UBCEP2	RIP,RIP1	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	EC 2.7.11.1 || Cell death protein RIP || Receptor-interacting protein 1 || RIP-1 || Serine/threonine-protein kinase RIP	reactome	""	""	""	""
UBA52	SMAD3	Ubiquitin-60S ribosomal protein L40	Mothers against decapentaplegic homolog 3	UBCEP2	MADH3	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	MAD homolog 3 || Mad3 || Mothers against DPP homolog 3 || hMAD-3 || JV15-2 || SMAD family member 3 || SMAD 3 || Smad3 || hSMAD3	reactome	""	""	""	""
UBA52	TGFBR1	Ubiquitin-60S ribosomal protein L40	TGF-beta receptor type-1	UBCEP2	ALK5,SKR4	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	TGFR-1 || EC 2.7.11.30 || Activin A receptor type II-like protein kinase of 53kD || Activin receptor-like kinase 5 || ALK-5 || ALK5 || Serine/threonine-protein kinase receptor R4 || SKR4 || TGF-beta type I receptor || Transforming growth factor-beta receptor type I || TGF-beta receptor type I || TbetaR-I	reactome,HPRD,fantom5	""	""	""	""
UBA52	TGFBR2	Ubiquitin-60S ribosomal protein L40	TGF-beta receptor type-2	UBCEP2	""	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	TGFR-2 || EC 2.7.11.30 || TGF-beta type II receptor || Transforming growth factor-beta receptor type II || TGF-beta receptor type II || TbetaR-II	fantom5,reactome	""	""	""	""
UBA52	TLR4	Ubiquitin-60S ribosomal protein L40	Toll-like receptor 4	UBCEP2	""	CEP52 || Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L4 || Large ribosomal subunit protein eL40)	hToll || CD antigen CD284	reactome	""	""	""	""
UBB	ADRB2	Polyubiquitin-B [Cleaved into: Ubiquitin]	Beta-2 adrenergic receptor	""	ADRB2R,B2AR	""	Beta-2 adrenoreceptor || Beta-2 adrenoceptor	reactome	""	""	""	""
UBB	ERBB2	Polyubiquitin-B [Cleaved into: Ubiquitin]	Receptor tyrosine-protein kinase erbB-2	""	HER2,MLN19,NEU,NGL	""	EC 2.7.10.1 || Metastatic lymph node gene 19 protein || MLN 19 || Proto-oncogene Neu || Proto-oncogene c-ErbB-2 || Tyrosine kinase-type cell surface receptor HER2 || p185erbB2 || CD antigen CD340	reactome	""	""	""	""
UBB	FGFR2	Polyubiquitin-B [Cleaved into: Ubiquitin]	Fibroblast growth factor receptor 2	""	BEK,KGFR,KSAM	""	FGFR-2 || EC 2.7.10.1 || K-sam || KGFR || Keratinocyte growth factor receptor || CD antigen CD332	reactome	""	""	""	""
UBB	LDLR	Polyubiquitin-B [Cleaved into: Ubiquitin]	Low-density lipoprotein receptor	""	""	""	LDL receptor	reactome	""	""	""	""
UBB	LRP2	Polyubiquitin-B [Cleaved into: Ubiquitin]	Low-density lipoprotein receptor-related protein 2	""	""	""	LRP-2 || Glycoprotein 330 || gp330 || Megalin	reactome	""	""	""	""
UBB	RIPK1	Polyubiquitin-B [Cleaved into: Ubiquitin]	Receptor-interacting serine/threonine-protein kinase 1	""	RIP,RIP1	""	EC 2.7.11.1 || Cell death protein RIP || Receptor-interacting protein 1 || RIP-1 || Serine/threonine-protein kinase RIP	reactome	""	""	""	""
UBB	SMAD3	Polyubiquitin-B [Cleaved into: Ubiquitin]	Mothers against decapentaplegic homolog 3	""	MADH3	""	MAD homolog 3 || Mad3 || Mothers against DPP homolog 3 || hMAD-3 || JV15-2 || SMAD family member 3 || SMAD 3 || Smad3 || hSMAD3	reactome	""	""	""	""
UBB	TGFBR1	Polyubiquitin-B [Cleaved into: Ubiquitin]	TGF-beta receptor type-1	""	ALK5,SKR4	""	TGFR-1 || EC 2.7.11.30 || Activin A receptor type II-like protein kinase of 53kD || Activin receptor-like kinase 5 || ALK-5 || ALK5 || Serine/threonine-protein kinase receptor R4 || SKR4 || TGF-beta type I receptor || Transforming growth factor-beta receptor type I || TGF-beta receptor type I || TbetaR-I	reactome	""	""	""	""
UBB	TGFBR2	Polyubiquitin-B [Cleaved into: Ubiquitin]	TGF-beta receptor type-2	""	""	""	TGFR-2 || EC 2.7.11.30 || TGF-beta type II receptor || Transforming growth factor-beta receptor type II || TGF-beta receptor type II || TbetaR-II	reactome	""	""	""	""
UBB	TLR4	Polyubiquitin-B [Cleaved into: Ubiquitin]	Toll-like receptor 4	""	""	""	hToll || CD antigen CD284	reactome	""	""	""	""
UBC	ADRB2	Polyubiquitin-C [Cleaved into: Ubiquitin]	Beta-2 adrenergic receptor	""	ADRB2R,B2AR	""	Beta-2 adrenoreceptor || Beta-2 adrenoceptor	reactome	""	""	""	""
UBC	ERBB2	Polyubiquitin-C [Cleaved into: Ubiquitin]	Receptor tyrosine-protein kinase erbB-2	""	HER2,MLN19,NEU,NGL	""	EC 2.7.10.1 || Metastatic lymph node gene 19 protein || MLN 19 || Proto-oncogene Neu || Proto-oncogene c-ErbB-2 || Tyrosine kinase-type cell surface receptor HER2 || p185erbB2 || CD antigen CD340	reactome	""	""	""	""
UBC	FGFR2	Polyubiquitin-C [Cleaved into: Ubiquitin]	Fibroblast growth factor receptor 2	""	BEK,KGFR,KSAM	""	FGFR-2 || EC 2.7.10.1 || K-sam || KGFR || Keratinocyte growth factor receptor || CD antigen CD332	reactome	""	""	""	""
UBC	LDLR	Polyubiquitin-C [Cleaved into: Ubiquitin]	Low-density lipoprotein receptor	""	""	""	LDL receptor	reactome	""	""	""	""
UBC	LRP2	Polyubiquitin-C [Cleaved into: Ubiquitin]	Low-density lipoprotein receptor-related protein 2	""	""	""	LRP-2 || Glycoprotein 330 || gp330 || Megalin	reactome	""	""	""	""
UBC	RIPK1	Polyubiquitin-C [Cleaved into: Ubiquitin]	Receptor-interacting serine/threonine-protein kinase 1	""	RIP,RIP1	""	EC 2.7.11.1 || Cell death protein RIP || Receptor-interacting protein 1 || RIP-1 || Serine/threonine-protein kinase RIP	reactome	""	""	""	""
UBC	SMAD3	Polyubiquitin-C [Cleaved into: Ubiquitin]	Mothers against decapentaplegic homolog 3	""	MADH3	""	MAD homolog 3 || Mad3 || Mothers against DPP homolog 3 || hMAD-3 || JV15-2 || SMAD family member 3 || SMAD 3 || Smad3 || hSMAD3	reactome	""	""	""	""
UBC	TGFBR1	Polyubiquitin-C [Cleaved into: Ubiquitin]	TGF-beta receptor type-1	""	ALK5,SKR4	""	TGFR-1 || EC 2.7.11.30 || Activin A receptor type II-like protein kinase of 53kD || Activin receptor-like kinase 5 || ALK-5 || ALK5 || Serine/threonine-protein kinase receptor R4 || SKR4 || TGF-beta type I receptor || Transforming growth factor-beta receptor type I || TGF-beta receptor type I || TbetaR-I	reactome	""	""	""	""
UBC	TGFBR2	Polyubiquitin-C [Cleaved into: Ubiquitin]	TGF-beta receptor type-2	""	""	""	TGFR-2 || EC 2.7.11.30 || TGF-beta type II receptor || Transforming growth factor-beta receptor type II || TGF-beta receptor type II || TbetaR-II	reactome	""	""	""	""
UBC	TLR4	Polyubiquitin-C [Cleaved into: Ubiquitin]	Toll-like receptor 4	""	""	""	hToll || CD antigen CD284	reactome	""	""	""	""
UCN2	CRHR1	Urocortin-2	Corticotropin-releasing factor receptor 1	SRP,URP	CRFR,CRFR1,CRHR	Stresscopin-related peptide || Urocortin II || Ucn II || Urocortin-related peptide	CRF-R-1 || CRF-R1 || CRFR-1 || Corticotropin-releasing hormone receptor 1 || CRH-R-1 || CRH-R1	fantom5,IUPHAR	15450949	""	""	""
UCN2	CRHR2	Urocortin-2	Corticotropin-releasing factor receptor 2	SRP,URP	CRF2R,CRH2R	Stresscopin-related peptide || Urocortin II || Ucn II || Urocortin-related peptide	CRF-R-2 || CRF-R2 || CRFR-2 || Corticotropin-releasing hormone receptor 2 || CRH-R-2 || CRH-R2	IUPHAR,fantom5,HPMR,HPRD	11329063,15450949,11416224,11226328	""	""	""
UCN2	IL10RB	Urocortin-2	Interleukin-10 receptor subunit beta	SRP,URP	CRFB4,D21S58,D21S66	Stresscopin-related peptide || Urocortin II || Ucn II || Urocortin-related peptide	IL-10 receptor subunit beta || IL-10R subunit beta || IL-10RB || Cytokine receptor class-II member 4 || Cytokine receptor family 2 member 4 || CRF2-4 || Interleukin-10 receptor subunit 2 || IL-10R subunit 2 || IL-10R2 || CD antigen CDw210b	fantom5,HPRD	11416224	""	""	""
UCN3	CRHR1	Urocortin-3	Corticotropin-releasing factor receptor 1	SPC	CRFR,CRFR1,CRHR	Stresscopin || Urocortin III || Ucn III	CRF-R-1 || CRF-R1 || CRFR-1 || Corticotropin-releasing hormone receptor 1 || CRH-R-1 || CRH-R1	fantom5,HPRD	11416224	""	""	""
UCN3	CRHR2	Urocortin-3	Corticotropin-releasing factor receptor 2	SPC	CRF2R,CRH2R	Stresscopin || Urocortin III || Ucn III	CRF-R-2 || CRF-R2 || CRFR-2 || Corticotropin-releasing hormone receptor 2 || CRH-R-2 || CRH-R2	HPRD,HPMR,fantom5,IUPHAR	11329063,15450949,11416224	""	""	""
UCN3	IL10RB	Urocortin-3	Interleukin-10 receptor subunit beta	SPC	CRFB4,D21S58,D21S66	Stresscopin || Urocortin III || Ucn III	IL-10 receptor subunit beta || IL-10R subunit beta || IL-10RB || Cytokine receptor class-II member 4 || Cytokine receptor family 2 member 4 || CRF2-4 || Interleukin-10 receptor subunit 2 || IL-10R subunit 2 || IL-10R2 || CD antigen CDw210b	HPRD,fantom5	11416224	""	""	""
UCN	CRHR1	Urocortin	Corticotropin-releasing factor receptor 1	""	CRFR,CRFR1,CRHR	""	CRF-R-1 || CRF-R1 || CRFR-1 || Corticotropin-releasing hormone receptor 1 || CRH-R-1 || CRH-R1	HPRD,fantom5,IUPHAR,HPMR	11416224,15450949,11123370,8612563,8612563,9423932	""	""	""
UCN	CRHR2	Urocortin	Corticotropin-releasing factor receptor 2	""	CRF2R,CRH2R	""	CRF-R-2 || CRF-R2 || CRFR-2 || Corticotropin-releasing hormone receptor 2 || CRH-R-2 || CRH-R2	HPRD,IUPHAR,fantom5,HPMR	10816663,15450949,11123370,8612563,9423932,11416224	""	""	""
